Item,Title,URL,Descriptions,ImageURL
59,2016 US Election,https://www.kaggle.com/datasets/benhamner/2016-us-election,"This contains data relevant for the 2016 US Presidential Election, including up-to-date primary results.The 2016 US Election dataset contains several main files and folders at the moment. You may download the entire archive via the ""Download Data"" link at the top of the page, or interact with the data in Kaggle Scripts through the ../input directory.What candidates within the Republican party have results that are the most anti-correlated? Which Republican candidate is Hillary Clinton most correlated with based on county voting patterns? What about Bernie Sanders? What insights can you discover by mapping this data?",https://today.uconn.edu/wp-content/uploads/2015/12/HiResresize.jpg
60,World Happiness Report 2016,https://www.kaggle.com/unsdsn/world-happiness,"The World Happiness Report is a landmark survey of the state of global happiness. The first report was published in 2012, the second in 2013, the third in 2015, and the fourth in the 2016 Update. The World Happiness 2017, which ranks 155 countries by their happiness levels, was released at the United Nations at an event celebrating International Day of Happiness on March 20th. The report continues to gain global recognition as governments, organizations and civil society increasingly use happiness indicators to inform their policy-making decisions. Leading experts across fields  economics, psychology, survey analysis, national statistics, health, public policy and more  describe how measurements of well-being can be used effectively to assess the progress of nations. The reports review the state of happiness in the world today and show how the new science of happiness explains personal and national variations in happiness.The happiness scores and rankings use data from the Gallup World Poll. The scores are based on answers to the main life evaluation question asked in the poll. This question, known as the Cantril ladder, asks respondents to think of a ladder with the best possible life for them being a 10 and the worst possible life being a 0 and to rate their own current lives on that scale. The scores are from nationally representative samples for the years 2013-2016 and use the Gallup weights to make the estimates representative. The columns following the happiness score estimate the extent to which each of six factors  economic production, social support, life expectancy, freedom, absence of corruption, and generosity ?C contribute to making life evaluations higher in each country than they are in Dystopia, a hypothetical country that has values equal to the world??s lowest national averages for each of the six factors. They have no impact on the total score reported for each country, but they do explain why some countries rank higher than others.The happiness scores and rankings use data from the Gallup World Poll. The scores are based on answers to the main life evaluation question asked in the poll. This question, known as the Cantril ladder, asks respondents to think of a ladder with the best possible life for them being a 10 and the worst possible life being a 0 and to rate their own current lives on that scale. The scores are from nationally representative samples for the years 2013-2016 and use the Gallup weights to make the estimates representative. The columns following the happiness score estimate the extent to which each of six facto",https://whatworkswellbeing.files.wordpress.com/2016/03/whrpt-16.png
61,Video Game Sales,https://www.kaggle.com/datasets/gregorut/videogamesales,"This dataset contains a list of video games with sales greater than 100,000 copies. It was generated by a scrape of vgchartz.com.Fields include Rank - Ranking of overall sales,Name - The games name,Platform - Platform of the games release (i.e. PC,PS4, etc.),Year - Year of the game's release,Genre - Genre of the game,Publisher - Publisher of the game,NA_Sales - Sales in North America (in millions),EU_Sales - Sales in Europe (in millions),JP_Sales - Sales in Japan (in millions),Other_Sales - Sales in the rest of the world (in millions),Global_Sales - Total worldwide sales.",https://i.ebayimg.com/images/g/CkkAAOSwp-Zlmwjj/s-l1200.png
62,Football Events,https://www.kaggle.com/datasets/secareanualin/football-events,"Most publicly available football (soccer) statistics are limited to aggregated data such as Goals, Shots, Fouls, Cards. When assessing performance or building predictive models, this simple aggregation, without any context, can be misleading. For example, a team that produced 10 shots on target from long range has a lower chance of scoring than a club that produced the same amount of shots from inside the box. However, metrics derived from this simple count of shots will similarly asses the two teams. A football game generates much more events and it is very important and interesting to take into account the context in which those events were generated. This dataset should keep sports analytics enthusiasts awake for long hours as the number of questions that can be asked is huge.This dataset is a result of a very tiresome effort of webscraping and integrating different data sources. The central element is the text commentary. All the events were derived by reverse engineering the text commentary, using regex. Using this, I was able to derive 11 types of events, as well as the main player and secondary player involved in those events and many other statistics. In case I've missed extracting some useful information, you are gladly invited to do so and share your findings. The dataset provides a granular view of 9,074 games, totaling 941,009 events from the biggest 5 European football (soccer) leagues: England, Spain, Germany, Italy, France from 2011/2012 season to 2016/2017 season as of 25.01.2017.",https://static.vecteezy.com/system/resources/previews/023/226/891/non_2x/football-or-soccer-league-event-logo-vector.jpg
63,Twitter User Gender Classification,https://www.kaggle.com/datasets/crowdflower/twitter-user-gender-classification,"This data set was used to train a CrowdFlower AI gender predictor. You can read all about the project here. Contributors were asked to simply view a Twitter profile and judge whether the user was a male, a female, or a brand (non-individual). The dataset contains 20,000 rows, each with a user name, a random tweet, account profile and image, location, and even link and sidebar color.Here are a few questions you might try to answer with this dataset: how well do words in tweets and profiles predict user gender? what are the words that strongly predict male or female gender? how well do stylistic factors (like link color and sidebar color) predict user gender?",https://storage.googleapis.com/kaggle-organizations/3/thumbnail.png?r=976
64,Mushroom Classification,https://www.kaggle.com/datasets/uciml/mushroom-classification,"Although this dataset was originally contributed to the UCI Machine Learning repository nearly 30 years ago, mushroom hunting (otherwise known as ""shrooming"") is enjoying new peaks in popularity. Learn which features spell certain death and which are most palatable in this dataset of mushroom characteristics. And how certain can your model be?This dataset includes descriptions of hypothetical samples corresponding to 23 species of gilled mushrooms in the Agaricus and Lepiota Family Mushroom drawn from The Audubon Society Field Guide to North American Mushrooms (1981). Each species is identified as definitely edible, definitely poisonous, or of unknown edibility and not recommended. This latter class was combined with the poisonous one. The Guide clearly states that there is no simple rule for determining the edibility of a mushroom; no rule like ""leaflets three, let it be'' for Poisonous Oak and Ivy.",https://play-lh.googleusercontent.com/aeYpcB5TMQXDkyeU6eAKcKwA4dw6AjV7_ythOtbf0Sk5ZqLU85OyXAEvDao1zdvWoz2-
65,Health Insurance Marketplace,https://www.kaggle.com/datasets/hhs/health-insurance-marketplace,"The Health Insurance Marketplace Public Use Files contain data on health and dental plans offered to individuals and small businesses through the US Health Insurance Marketplace.This data was originally prepared and released by the Centers for Medicare & Medicaid Services (CMS). Please read the CMS Disclaimer-User Agreement before using this data.To help get you started, here are some data exploration ideas:How do plan rates and benefits vary across states?how do plan benefits relate to plan rates?How do plan rates vary by age?How do plans vary across insurance network providers?",https://commwellhealth.org/wp-content/uploads/2022/09/him.jpg
66,Zika Virus Epidemic,https://www.kaggle.com/datasets/cdc/zika-virus-epidemic,"This dataset shares publicly available data related to the ongoing Zika epidemic. It is being provided as a resource to the scientific community engaged in the public health response. The data provided here is not official and should be considered provisional and non-exhaustive. The data in reports may change over time, reflecting delays in reporting or changes in classifications. And while accurate representation of the reported data is the objective in the machine readable files shared here, that accuracy is not guaranteed. Before using any of these data, it is advisable to review the original reports and sources, which are provided whenever possible along with further information on the CDC Zika epidemic GitHub repo.An outbreak of the Zika virus, an infection transmitted mostly by the Aedes species mosquito (Ae. aegypti and Ae. albopictus), has been sweeping across the Americas and the Pacific since mid-2015. Although first isolated in 1947 in Uganda, a lack of previous research has challenged the scientific community to quickly understand its devastating effects as the epidemic continues to spread.",https://www.shutterstock.com/shutterstock/photos/378414565/display_1500/stock-vector-zika-virus-outbreaks-infographics-mosquito-aedes-species-is-carrier-microcephaly-in-fetus-378414565.jpg
67,Anime Recommendations Database,https://www.kaggle.com/datasets/CooperUnion/anime-recommendations-database,"This data set contains information on user preference data from 73,516 users on 12,294 anime. Each user is able to add anime to their completed list and give it a rating and this data set is a compilation of those ratings.",https://storage.googleapis.com/kaggle-datasets-images/571/1094/c633ae058ddaa59f43649caac1748cf4/dataset-card.png
68,NBA Free Throws,https://www.kaggle.com/datasets/sebastianmantey/nba-free-throws,"The data set includes information when the free throw was taken during the game, who took the shot and if it went in or not.The data was scraped from ESPN.com.",https://media.istockphoto.com/id/1299313010/vector/shooting-basketball-player-vector-silhouette.jpg?s=612x612&w=0&k=20&c=cvY4UOweoTaVMJt2R-HchWuhG-HxgYkdfz17uIipjYY=
69,Airlines Delay,https://www.kaggle.com/datasets/giovamata/airlinedelaycauses,"The U.S. Department of Transportation's (DOT) Bureau of Transportation Statistics (BTS) tracks the on-time performance of domestic flights operated by large air carriers. Summary information on the number of on-time, delayed, canceled and diverted flights appears in DOT's monthly Air Travel Consumer Report, published about 30 days after the month's end, as well as in summary tables posted on this website. BTS began collecting details on the causes of flight delays in June 2003. Summary statistics and raw data are made available to the public at the time the Air Travel Consumer Report is released.",https://media.istockphoto.com/id/1047242344/vector/airplane-flight-icon-set.jpg?s=612x612&w=0&k=20&c=F1pFpnsZzHCf2RdHv7Tte1MAIgzxSGbKkVXRqEM-h1g=
70,USA Income Tax Data by ZIP Code; 2014,https://www.kaggle.com/datasets/wpncrh/zip-code-income-tax-data-2014,"The Statistics of Income (SOI) division bases its ZIP code data on administrative records of individual income tax returns (Forms 1040) from the Internal Revenue Service (IRS) Individual Master File (IMF) system. Included in these data are returns filed during the 12-month period, January 1, 2015 to December 31, 2015. While the bulk of returns filed during the 12-month period are primarily for Tax Year 2014, the IRS received a limited number of returns for tax years before 2014 and these have been included within the ZIP code data.",https://files.taxfoundation.org/legacy/UserFiles/Image/maps/zipcode_large.jpg
